1,Abarca de Campos,450,34001,Palencia,PP
2,Abia de las Torres,1670,34003,Palencia,PP
3,Aguilar de Campoo,6711,34004,Palencia,PP
4,Alar del Rey,9080,34005,Palencia,Cs
5,Alba de Cerrato,830,34006,Palencia,PP
6,Amayuelas de Arriba,360,34009,Palencia,PP
7,Ampudia,6000,34010,Palencia,PSOE
8,Amusco,4140,34011,Palencia,PP
9,Antigüedad,3620,34012,Palencia,PSOE
10,Arconada,430,34015,Palencia,PP
11,Astudillo,1021,34017,Palencia,PP
12,Autilla del Pino,2170,34018,Palencia,PP
13,Autillo de Campos,1320,34019,Palencia,PP
14,Ayuela,540,34020,Palencia,PSOE
15,Baltanás,1219,34022,Palencia,PP
16,Baquerín de Campos,260,34024,Palencia,PP
17,Bárcena de Campos,520,34025,Palencia,PP
18,Barruelo de Santullán,1187,34027,Palencia,PSOE
19,Báscones de Ojeda,1380,34028,Palencia,PP
20,Becerril de Campos,7620,34029,Palencia,PP
21,Belmonte de Campos,260,34031,Palencia,PP
22,Berzosilla,390,34032,Palencia,PP
23,Boada de Campos,180,34033,Palencia,PP
24,Boadilla de Rioseco,1140,34035,Palencia,PP
25,Boadilla del Camino,1210,34034,Palencia,PSOE
26,Brañosera,2550,34036,Palencia,PSOE
27,Buenavista de Valdavia,3080,34037,Palencia,Cs
28,Bustillo de la Vega,2780,34038,Palencia,PP
29,Bustillo del Páramo de Carrión,600,34039,Palencia,PP
30,Calahorra de Boedo,850,34041,Palencia,AEIC
31,Calzada de los Molinos,3170,34042,Palencia,PSOE
32,Capillas,720,34045,Palencia,PP
33,Cardeñosa de Volpejera,560,34046,Palencia,PP
34,Carrión de los Condes,2011,34047,Palencia,Cs
35,Castil de Vela,580,34048,Palencia,PP
36,Castrejón de la Peña,3460,34049,Palencia,PP
37,Castrillo de Don Juan,1960,34050,Palencia,PP
38,Castrillo de Onielo,1040,34051,Palencia,PP
39,Castrillo de Villavega,1730,34052,Palencia,PP
40,Castromocho,2120,34053,Palencia,PP
41,Cervatos de la Cueza,2690,34055,Palencia,PP
42,Cervera de Pisuerga,2288,34056,Palencia,PSOE
43,Cevico de la Torre,4790,34057,Palencia,URCL
44,Cevico Navero,1860,34058,Palencia,PP
45,Cisneros,4290,34059,Palencia,PSOE
46,Cobos de Cerrato,1310,34060,Palencia,PP
47,Collazos de Boedo,1040,34061,Palencia,PP
48,Congosto de Valdavia,1500,34062,Palencia,PP
49,Cordovilla la Real,980,34063,Palencia,Cs
50,Cubillas de Cerrato,630,34066,Palencia,PP
51,Dehesa de Montejo,1270,34067,Palencia,PSOE
52,Dehesa de Romanos,560,34068,Palencia,PP
53,Dueñas,2592,34069,Palencia,PSOE
54,Espinosa de Cerrato,1340,34070,Palencia,PP
55,Espinosa de Villagonzalo,1650,34071,Palencia,PP
56,Frechilla,1480,34072,Palencia,PP
57,Fresno del Río,1860,34073,Palencia,Indep.
58,Frómista,7770,34074,Palencia,PP
59,Fuentes de Nava,6250,34076,Palencia,PP
60,Fuentes de Valdepero,4970,34077,Palencia,PP
61,Grijota,2496,34079,Palencia,PP
62,Guardo,5786,34080,Palencia,PP
63,Guaza de Campos,580,34081,Palencia,PP
64,Hérmedes de Cerrato,780,34082,Palencia,PP
65,Herrera de Pisuerga,1889,34083,Palencia,IPH
66,Herrera de Valdecañas,1540,34084,Palencia,HdV
67,Hontoria de Cerrato,1020,34086,Palencia,PP
68,Hornillos de Cerrato,1430,34087,Palencia,PP
69,Husillos,3580,34088,Palencia,PSOE
70,Itero de la Vega,1520,34089,Palencia,PP
71,Lagartos,1280,34091,Palencia,Cs
72,Lantadilla,2840,34092,Palencia,PP
73,Ledigos,650,34094,Palencia,PP
74,Loma de Ucieza,1990,34903,Palencia,PSOE
75,Lomas,450,34096,Palencia,PP
76,Magaz de Pisuerga,1024,34098,Palencia,PP
77,Manquillos,610,34099,Palencia,PP
78,Mantinos,1400,34100,Palencia,PP
79,Marcilla de Campos,450,34101,Palencia,PP
80,Mazariegos,2170,34102,Palencia,PP
81,Mazuecos de Valdeginate,930,34103,Palencia,PP
82,Melgar de Yuso,2540,34104,Palencia,PP
83,Meneses de Campos,1200,34106,Palencia,PP
84,Micieces de Ojeda,710,34107,Palencia,PP
85,Monzón de Campos,5960,34108,Palencia,PSOE
86,Moratinos,630,34109,Palencia,PP
87,Mudá,810,34110,Palencia,PP
88,Nogal de las Huertas,390,34112,Palencia,PSOE
89,Olea de Boedo,410,34113,Palencia,PP
90,Olmos de Ojeda,1870,34114,Palencia,PP
91,Osornillo,560,34116,Palencia,PP
92,Osorno la Mayor,1171,34901,Palencia,PP
93,Palencia,7709,34120,Palencia,Cs
94,Palenzuela,2140,34121,Palencia,PP
95,Páramo de Boedo,1060,34122,Palencia,PP
96,Paredes de Nava,1875,34123,Palencia,PP
97,Payo de Ojeda,630,34124,Palencia,PSOE
98,Pedraza de Campos,740,34125,Palencia,PP
99,Pedrosa de la Vega,2880,34126,Palencia,PP
100,Perales,910,34127,Palencia,PP
101,La Pernía,3160,34904,Palencia,PP
102,Pino del Río,1740,34129,Palencia,PP
103,Piña de Campos,2030,34130,Palencia,PP
104,Población de Arroyo,560,34131,Palencia,PP
105,Población de Campos,1350,34132,Palencia,PP
106,Población de Cerrato,1120,34133,Palencia,PP
107,Polentinos,440,34134,Palencia,PP
108,Pomar de Valdivia,4750,34135,Palencia,PP
109,Poza de la Vega,1750,34136,Palencia,AEIP
110,Pozo de Urama,210,34137,Palencia,PSOE
111,Prádanos de Ojeda,1850,34139,Palencia,PP
112,La Puebla de Valdavia,920,34140,Palencia,PP
113,Quintana del Puente,2900,34141,Palencia,PP
114,Quintanilla de Onsoña,1790,34143,Palencia,PP
115,Reinoso de Cerrato,580,34146,Palencia,PP
116,Renedo de la Vega,1910,34147,Palencia,PP
117,Requena de Campos,220,34149,Palencia,PP
118,Respenda de la Peña,1470,34151,Palencia,PSOE
119,Revenga de Campos,1470,34152,Palencia,PSOE
120,Revilla de Collazos,790,34154,Palencia,PP
121,Ribas de Campos,1370,34155,Palencia,PP
122,Riberos de la Cueza,540,34156,Palencia,PP
123,Saldaña,295,34157,Palencia,PP
124,Salinas de Pisuerga,3110,34158,Palencia,PSOE
125,San Cebrián de Campos,4130,34159,Palencia,PSOE
126,San Cebrián de Mudá,1540,34160,Palencia,PSOE
127,San Cristóbal de Boedo,230,34161,Palencia,PP
128,San Mamés de Campos,490,34163,Palencia,PP
129,San Román de la Cuba,620,34165,Palencia,PP
130,Santa Cecilia del Alcor,1070,34167,Palencia,PP
131,Santa Cruz de Boedo,490,34168,Palencia,PP
132,Santervás de la Vega,4130,34169,Palencia,PP
133,Santibáñez de Ecla,480,34170,Palencia,PP
134,Santibáñez de la Peña,1002,34171,Palencia,PP
135,Santoyo,1880,34174,Palencia,PP
136,La Serna,940,34175,Palencia,PP
137,Soto de Cerrato,1920,34177,Palencia,PP
138,Sotobañado y Priorato,1440,34176,Palencia,PP
139,Tabanera de Cerrato,1370,34178,Palencia,PP
140,Tabanera de Valdavia,240,34179,Palencia,PP
141,Támara de Campos,740,34180,Palencia,PP
142,Tariego de Cerrato,4850,34181,Palencia,PSOE
143,Torquemada,9700,34182,Palencia,PP
144,Torremormojón,470,34184,Palencia,PP
145,Triollo,710,34185,Palencia,PP
146,Valbuena de Pisuerga,460,34186,Palencia,PP
147,Valdeolmillos,570,34189,Palencia,PP
148,Valderrábano,480,34190,Palencia,PP
149,Valde-Ucieza,810,34192,Palencia,PP
150,Valle de Cerrato,880,34196,Palencia,PP
151,Valle del Retortillo,1740,34902,Palencia,PP
152,Velilla del Río Carrión,1187,34199,Palencia,CIVES
153,Venta de Baños,6399,34023,Palencia,PSOE
154,Vertavillo,1690,34201,Palencia,Cs
155,La Vid de Ojeda,880,34093,Palencia,PP
156,Villabasta de Valdavia,320,34202,Palencia,PP
157,Villacidaler,450,34204,Palencia,PP
158,Villaconancio,600,34205,Palencia,PP
159,Villada,8970,34206,Palencia,PP
160,Villaeles de Valdavia,530,34208,Palencia,Cs
161,Villahán,950,34210,Palencia,PP
162,Villaherreros,2030,34211,Palencia,PP
163,Villalaco,520,34213,Palencia,PP
164,Villalba de Guardo,1910,34214,Palencia,PP
165,Villalcázar de Sirga,1680,34215,Palencia,PSOE
166,Villalcón,610,34216,Palencia,PP
167,Villalobón,1768,34217,Palencia,PP
168,Villaluenga de la Vega,5660,34218,Palencia,Cs
169,Villamartín de Campos,1870,34220,Palencia,Cs
170,Villamediana,1820,34221,Palencia,PP
171,Villameriel,1080,34222,Palencia,PP
172,Villamoronta,2430,34223,Palencia,PP
173,Villamuera de la Cueza,360,34224,Palencia,PP
174,Villamuriel de Cerrato,647,34225,Palencia,PP
175,Villanueva del Rebollar,680,34227,Palencia,PP
176,Villanuño de Valdavia,920,34228,Palencia,PSOE
177,Villaprovedo,520,34229,Palencia,PP
178,Villarmentero de Campos,180,34230,Palencia,PP
179,Villarrabé,1920,34231,Palencia,PP
180,Villarramiel,8330,34232,Palencia,PP
181,Villasarracino,1380,34233,Palencia,PP
182,Villasila de Valdavia,640,34234,Palencia,PP
183,Villaturde,1580,34236,Palencia,PP
184,Villaumbrales,6530,34237,Palencia,PP
185,Villaviudas,3550,34238,Palencia,PSOE
186,Villerías de Campos,860,34240,Palencia,AGELINVI
187,Villodre,170,34241,Palencia,PP
188,Villodrigo,1090,34242,Palencia,PSOE
189,Villoldo,3250,34243,Palencia,PP
190,Villota del Páramo,3150,34245,Palencia,PP
191,Villovieco,680,34246,Palencia,PP
